test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
LOC100996249,LOC100996249,LOC100996249,chr7:112618064-112620649,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996251,LOC100996251,LOC100996251,chr1:113011686-113073102,WT,DSL3,NOTEST,0.198008,0.200118,0.0152954,0,1,1,no
LOC100996255,LOC100996255,LOC100996255,chr15_KI270905v1_alt:4751338-4795189,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996263,LOC100996263,LOC100996263,chr1:117596831-117605770,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996286,LOC100996286,LOC100996286,chr4:152100752-152104716,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996291,LOC100996291,LOC100996291,chr17:78261348-78278492,WT,DSL3,NOTEST,0,0.0258975,inf,0,1,1,no
LOC100996324,LOC100996324,LOC100996324,chr18:12739485-12749422,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996325,LOC100996325,LOC100996325,chr5_KI270793v1_alt:14686-24728,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996338,LOC100996338,LOC100996338,chr16:54245545-54270879,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996342,LOC100996342,LOC100996342,chr22:17121594-17132104,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996349,LOC100996349,LOC100996349,chr19:22608015-22608501,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996351,LOC100996351,LOC100996351,chr19:3136031-3163769,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996385,LOC100996385,LOC100996385,chr5:176049677-176062055,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996437,LOC100996437,LOC100996437,chr7:66654518-66669602,WT,DSL3,NOTEST,0.697751,0.249104,-1.48596,0,1,1,no
LOC100996447,LOC100996447,LOC100996447,chr3:158545219-158571066,WT,DSL3,NOTEST,1.64955,2.21044,0.422255,0,1,1,no
LOC100996455,LOC100996455,LOC100996455,chr11:64449056-64451656,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996579,LOC100996579,LOC100996579,chr2:161136954-161254643,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996583,LOC100996583,LOC100996583,chr1_KI270762v1_alt:117724-135724,WT,DSL3,NOTEST,0.902166,0,#NAME?,0,1,1,no
LOC100996634,LOC100996634,LOC100996634,chr6:109236613-109270514,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996635,LOC100996635,LOC100996635,chr1:95510115-95515464,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996654,LOC100996654,LOC100996654,chr7:54759312-54804963,WT,DSL3,NOTEST,0,0.289264,inf,0,1,1,no
LOC100996671,LOC100996671,LOC100996671,chr12:126652945-126690318,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996679,LOC100996679,LOC100996679,chr12:128086982-128118141,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC100996693,LOC100996693,LOC100996693,chr2:219496354-219498287,WT,DSL3,NOTEST,0.794271,0.14108,-2.49312,0,1,1,no
LOC100996694,LOC100996694,LOC100996694,chr4:119939539-119964293,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101054525,LOC101054525,LOC101054525,chr11:101029623-101159270,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101059948,LOC101059948,LOC101059948,chr19:49018247-49019484,WT,DSL3,NOTEST,0.641752,0,#NAME?,0,1,1,no
LOC101060019,LOC101060019,LOC101060019,chr2:66904435-66971466,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101060091,LOC101060091,LOC101060091,chr2:113831182-113961552,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101060321,"LOC101060321,TBC1D3F,TBC1D3H","LOC101060321,TBC1D3F,TBC1D3H",chr17_KI270909v1_alt:309325-320270,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101060385,LOC101060385,LOC101060385,chr2:900215-905451,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101060389,"LOC101060389,TBC1D3,TBC1D3C,TBC1D3E,TBC1D3H,TBC1D3L","LOC101060389,TBC1D3,TBC1D3C,TBC1D3E,TBC1D3H,TBC1D3L",chr17_KI270909v1_alt:119726-218762,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101060498,LOC101060498,LOC101060498,chr4:40307184-40330419,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101060524,LOC101060524,LOC101060524,chr1:144641368-145093362,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101060542,LOC101060542,LOC101060542,chr18:70380139-70384591,WT,DSL3,NOTEST,0.157915,0,#NAME?,0,1,1,no
LOC101060553,LOC101060553,LOC101060553,chr13:111113811-111305734,WT,DSL3,NOTEST,0,0.10748,inf,0,1,1,no
LOC101241902,LOC101241902,LOC101241902,chr8:78722847-78724374,WT,DSL3,NOTEST,0.69011,0.670005,-0.0426547,0,1,1,no
LOC101243545,LOC101243545,LOC101243545,chr3:161426426-161448242,WT,DSL3,NOTEST,0.119029,0.0409536,-1.53925,0,1,1,no
LOC101409256,LOC101409256,LOC101409256,chr7:90396291-90398236,WT,DSL3,NOTEST,0.0435217,0,#NAME?,0,1,1,no
LOC101448202,LOC101448202,LOC101448202,chr9:134641804-134872618,WT,DSL3,NOTEST,0.526162,0.104915,-2.32629,0,1,1,no
LOC101559451,LOC101559451,LOC101559451,chr17:4671383-4705529,WT,DSL3,NOTEST,1.81216,0.605089,-1.58249,0,1,1,no
LOC101593348,LOC101593348,LOC101593348,chr12:122207661-122228792,WT,DSL3,NOTEST,0.118246,0.375053,1.66531,0,1,1,no
LOC101805491,LOC101805491,LOC101805491,chr2:46429189-46441833,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926889,LOC101926889,LOC101926889,chr20:25184671-25226724,WT,DSL3,NOTEST,0.0583954,0,#NAME?,0,1,1,no
LOC101926892,LOC101926892,LOC101926892,chr8:70471133-70485687,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926897,LOC101926897,LOC101926897,chr13:58165826-58209483,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926898,LOC101926898,LOC101926898,chr6:46220729-46533480,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926905,LOC101926905,LOC101926905,chr5:141046204-141078031,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926908,LOC101926908,LOC101926908,chr8:72537390-72938349,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926911,LOC101926911,LOC101926911,chr15:91022621-91031139,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926913,LOC101926913,LOC101926913,chr2:170700367-170798971,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926915,LOC101926915,LOC101926915,chr6:46220729-46533480,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926933,LOC101926933,LOC101926933,chr14:22929608-22957142,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926935,LOC101926935,LOC101926935,chr20:25844666-25854021,WT,DSL3,NOTEST,0.294317,0.221139,-0.412414,0,1,1,no
LOC101926940,LOC101926940,LOC101926940,chr5:39520430-39524708,WT,DSL3,NOTEST,0.774016,0.133815,-2.53213,0,1,1,no
LOC101926941,LOC101926941,LOC101926941,chr5:142325292-142464054,WT,DSL3,NOTEST,0.488089,0.630634,0.36966,0,1,1,no
LOC101926942,LOC101926942,LOC101926942,chr10:90402520-90540805,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926943,LOC101926943,LOC101926943,chr7:74657664-74760692,WT,DSL3,NOTEST,0,0.10027,inf,0,1,1,no
LOC101926944,LOC101926944,LOC101926944,chr1:59772794-59788829,WT,DSL3,NOTEST,1.73528,0.43249,-2.00443,0,1,1,no
LOC101926955,LOC101926955,LOC101926955,chr20:25955811-25969288,WT,DSL3,NOTEST,0.182971,0.333619,0.866589,0,1,1,no
LOC101926960,LOC101926960,LOC101926960,chr5:42155832-42175345,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926962,LOC101926962,LOC101926962,chr6:46852505-46954938,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926963,LOC101926963,LOC101926963,chr7:549196-786479,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926964,LOC101926964,LOC101926964,chr1:60659630-60825584,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926966,LOC101926966,LOC101926966,chr2:15690781-15718961,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101926975,LOC101926975,LOC101926975,chr5:142745599-142760993,WT,DSL3,NOTEST,0.0391249,0,#NAME?,0,1,1,no
LOC101927018,LOC101927018,LOC101927018,chr17:28905252-28951490,WT,DSL3,NOTEST,1.28009,0.478913,-1.41841,0,1,1,no
LOC101927020,LOC101927020,LOC101927020,chr6:49811539-49824766,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927021,LOC101927021,LOC101927021,chr7:1160373-1165958,WT,DSL3,NOTEST,0.86005,0.818457,-0.0715135,0,1,1,no
LOC101927023,LOC101927023,LOC101927023,chr5:112162617-112419313,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927027,LOC101927027,LOC101927027,chr2:178413658-178451231,WT,DSL3,OK,4.33576,4.57052,0.0760744,0.116426,0.83095,0.874192,no
LOC101927040,LOC101927040,LOC101927040,chr8:79768141-79871737,WT,DSL3,NOTEST,0,0.0967543,inf,0,1,1,no
LOC101927043,LOC101927043,LOC101927043,chr2:47192404-47345074,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927045,LOC101927045,LOC101927045,chr14:24442952-24502197,WT,DSL3,NOTEST,0.574672,0.454516,-0.338409,0,1,1,no
LOC101927048,LOC101927048,LOC101927048,chr6:49811539-49824766,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927051,LOC101927051,LOC101927051,chr22:37639676-37658377,WT,DSL3,NOTEST,0.0934168,0.127907,0.453342,0,1,1,no
LOC101927053,LOC101927053,LOC101927053,chr2:96875881-96986564,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927055,LOC101927055,LOC101927055,chr2:178522826-178807423,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927056,LOC101927056,LOC101927056,chr3_KI270780v1_alt:167542-215475,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927058,LOC101927058,LOC101927058,chr12:42615502-42646498,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927062,LOC101927062,LOC101927062,chr14:26775495-26822120,WT,DSL3,NOTEST,0,0.171169,inf,0,1,1,no
LOC101927066,LOC101927066,LOC101927066,chr8:96645226-97446497,WT,DSL3,NOTEST,0,0.0274209,inf,0,1,1,no
LOC101927069,LOC101927069,LOC101927069,chr9:68705413-69009176,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927070,LOC101927070,LOC101927070,chr2:98761062-98771898,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927078,LOC101927078,LOC101927078,chr5:114362318-114773413,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927079,LOC101927079,LOC101927079,chr15:21990079-22095864,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927081,LOC101927081,LOC101927081,chr14:26873132-26914743,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927082,LOC101927082,LOC101927082,chr6:51615346-52087625,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927087,LOC101927087,LOC101927087,chr4:124499941-124558434,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927100,LOC101927100,LOC101927100,chr5:115578495-115626179,WT,DSL3,NOTEST,0.209599,3.52163,4.07054,0,1,1,no
LOC101927120,LOC101927120,LOC101927120,chr11:56848477-56878078,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927123,LOC101927123,LOC101927123,chr3:127322306-127390670,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927124,LOC101927124,LOC101927124,chr14:31420757-31457474,WT,DSL3,NOTEST,0.307883,0.107157,-1.52266,0,1,1,no
LOC101927131,LOC101927131,LOC101927131,chr16:11465259-11473174,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927132,LOC101927132,LOC101927132,chr16:47849313-47908431,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927136,LOC101927136,LOC101927136,chr6:53561288-53573275,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927139,LOC101927139,LOC101927139,chr1:65792509-66374579,WT,DSL3,NOTEST,0,1.06838,inf,0,1,1,no
LOC101927142,LOC101927142,LOC101927142,chr2:100820150-100996825,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927143,LOC101927143,LOC101927143,chr1:224208747-224213279,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927151,LOC101927151,LOC101927151,chr19:27790492-27806780,WT,DSL3,OK,4.5898,6.29241,0.455182,0.798152,0.1043,0.165445,no
LOC101927153,LOC101927153,LOC101927153,chr15:93856559-93878356,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927156,LOC101927156,LOC101927156,chr2:181123836-181399553,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927157,LOC101927157,LOC101927157,chr4:47593997-48012944,WT,DSL3,NOTEST,0,0.0451904,inf,0,1,1,no
LOC101927159,LOC101927159,LOC101927159,chr20:42072751-43189917,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927164,LOC101927164,LOC101927164,chr1:224219612-224330189,WT,DSL3,NOTEST,0.0979252,0.0636874,-0.620672,0,1,1,no
LOC101927166,LOC101927166,LOC101927166,chr17:48444832-48466040,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927178,LOC101927178,LOC101927178,chr14:35044906-35274078,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927179,LOC101927179,LOC101927179,chr4:47593997-48012944,WT,DSL3,NOTEST,0.327185,0.980522,1.58345,0,1,1,no
LOC101927181,LOC101927181,LOC101927181,chr7:2437762-2447850,WT,DSL3,NOTEST,0.160765,0.444952,1.46869,0,1,1,no
LOC101927188,LOC101927188,LOC101927188,chr18:6941743-7117814,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927189,LOC101927189,LOC101927189,chr6:53929981-53997667,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927190,LOC101927190,LOC101927190,chr5:116367415-116374570,WT,DSL3,NOTEST,0.0244269,0.0711354,1.5421,0,1,1,no
LOC101927196,LOC101927196,LOC101927196,chr2:185719873-185833289,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927204,LOC101927204,LOC101927204,chr11:59133972-59142808,WT,DSL3,NOTEST,0.508257,0.466532,-0.123581,0,1,1,no
LOC101927207,LOC101927207,LOC101927207,chr17:49457860-49461749,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927211,LOC101927211,LOC101927211,chr6:57090009-57172213,WT,DSL3,NOTEST,0.20333,0,#NAME?,0,1,1,no
LOC101927229,LOC101927229,LOC101927229,chr18:55105903-55124306,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927230,LOC101927230,LOC101927230,chr17:50214693-50215420,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927237,LOC101927237,LOC101927237,chr4:67417304-67422000,WT,DSL3,NOTEST,0.0369012,0,#NAME?,0,1,1,no
LOC101927239,LOC101927239,LOC101927239,chr17:34169375-34183632,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927243,LOC101927243,LOC101927243,chr7:77310750-77425443,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927244,LOC101927244,LOC101927244,chr1:70706452-70786468,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927248,LOC101927248,LOC101927248,chr13:94704743-94708486,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927257,LOC101927257,LOC101927257,chr22:40370561-40636719,WT,DSL3,NOTEST,0.29001,0.511491,0.818609,0,1,1,no
LOC101927267,LOC101927267,LOC101927267,chr12:49292630-49331731,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927269,LOC101927269,LOC101927269,chr7:80371516-80374439,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927272,LOC101927272,LOC101927272,chr16:50666299-50681353,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927274,LOC101927274,LOC101927274,chr17:51312608-51335162,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927282,LOC101927282,LOC101927282,chr4:129724170-129771478,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927284,LOC101927284,LOC101927284,chr13:94760940-94935410,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927285,LOC101927285,LOC101927285,chr2:59217707-59279400,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927286,LOC101927286,LOC101927286,chr15:97370370-97521811,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927292,LOC101927292,LOC101927292,chr12:49911952-49926339,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927296,LOC101927296,LOC101927296,chr3:73382429-73627899,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927305,LOC101927305,LOC101927305,chr4:131764837-131791482,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927310,LOC101927310,LOC101927310,chr15:97553283-97560698,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927311,LOC101927311,LOC101927311,chr16:14009275-14016018,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927314,LOC101927314,LOC101927314,chr6:97305585-97708917,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927318,LOC101927318,LOC101927318,chr12:49950740-49965682,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927322,LOC101927322,LOC101927322,chr18:58670008-58750139,WT,DSL3,NOTEST,2.14182,0.358727,-2.57788,0,1,1,no
LOC101927334,LOC101927334,LOC101927334,chr16:50878772-51409868,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927342,LOC101927342,LOC101927342,chr1:76011323-76019356,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927348,LOC101927348,LOC101927348,chr16:14018879-14021077,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927354,LOC101927354,LOC101927354,chr7:7255153-7278069,WT,DSL3,NOTEST,0.299271,0.0933104,-1.68134,0,1,1,no
LOC101927356,LOC101927356,LOC101927356,chr7:81946443-82443806,WT,DSL3,NOTEST,0,0.104529,inf,0,1,1,no
LOC101927358,LOC101927358,LOC101927358,chr9:74371530-74383530,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927359,LOC101927359,LOC101927359,chr4:133093860-133149116,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927365,LOC101927365,LOC101927365,chr6:99399964-99431314,WT,DSL3,NOTEST,1.42659,1.76893,0.310305,0,1,1,no
LOC101927374,LOC101927374,LOC101927374,chr3:78597237-79767909,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927378,LOC101927378,LOC101927378,chr7:84532475-84584318,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927379,LOC101927379,LOC101927379,chr5:122628951-122730560,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927391,LOC101927391,LOC101927391,chr7:7550103-7566065,WT,DSL3,NOTEST,0,0.129973,inf,0,1,1,no
LOC101927394,LOC101927394,LOC101927394,chr3:7952804-8016307,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927406,LOC101927406,LOC101927406,chr2:194344268-194419631,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927410,LOC101927410,LOC101927410,chr18:10661932-10666887,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927411,LOC101927411,LOC101927411,chr19:32102090-32105916,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927412,LOC101927412,LOC101927412,chr1:80535754-80646788,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927415,LOC101927415,LOC101927415,chr12:123581065-123584327,WT,DSL3,NOTEST,0.38365,0.06097,-2.65362,0,1,1,no
LOC101927416,LOC101927416,LOC101927416,chr3:8980590-9249685,WT,DSL3,NOTEST,0,0.0963379,inf,0,1,1,no
LOC101927418,LOC101927418,LOC101927418,chr14:44897303-44911917,WT,DSL3,NOTEST,0,0.342729,inf,0,1,1,no
LOC101927419,LOC101927419,LOC101927419,chr10:101252820-101263550,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927421,LOC101927421,LOC101927421,chr5_KI270796v1_alt:45884-88269,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927431,LOC101927431,LOC101927431,chr2:194730594-194761435,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927434,LOC101927434,LOC101927434,chr1:81513879-81557702,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927437,LOC101927437,LOC101927437,chr13:99606663-99957165,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927438,LOC101927438,LOC101927438,chr2:64846129-64863631,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927446,LOC101927446,LOC101927446,chr7:90335222-90344096,WT,DSL3,NOTEST,0,0.0432688,inf,0,1,1,no
LOC101927450,LOC101927450,LOC101927450,chr9:79135422-79145666,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927460,LOC101927460,LOC101927460,chr5:125493260-125602227,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927464,LOC101927464,LOC101927464,chr12:126095991-126103932,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927468,LOC101927468,LOC101927468,chr1:148208092-148247071,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927472,LOC101927472,LOC101927472,chr10:104309695-104338493,WT,DSL3,NOTEST,0.337127,0.104688,-1.6872,0,1,1,no
LOC101927476,LOC101927476,LOC101927476,chrX:40262916-40287721,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927478,LOC101927478,LOC101927478,chr1:229508429-229514087,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927481,LOC101927481,LOC101927481,chr18:70335438-70352459,WT,DSL3,NOTEST,0.816435,0.185061,-2.14134,0,1,1,no
LOC101927482,LOC101927482,LOC101927482,chr2:196199250-196592611,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927488,LOC101927488,LOC101927488,chr5:126272516-126285175,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927495,LOC101927495,LOC101927495,chr11:61588493-61607546,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927497,LOC101927497,LOC101927497,chr7:92604920-92917187,WT,DSL3,NOTEST,1.80147,3.41866,0.924256,0,1,1,no
LOC101927501,LOC101927501,LOC101927501,chrX:43176993-43226598,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927502,LOC101927502,LOC101927502,chr9:81689712-81776899,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927523,LOC101927523,LOC101927523,chr10:104474939-104480275,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927526,LOC101927526,LOC101927526,chr22:44443326-44444788,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927539,LOC101927539,LOC101927539,chr17:57256569-57679938,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927543,LOC101927543,LOC101927543,chr8:120535744-120812069,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927549,LOC101927549,LOC101927549,chr10:105673609-105820333,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927550,LOC101927550,LOC101927550,chr7:98878489-99144120,WT,DSL3,NOTEST,0.210342,0.26912,0.355508,0,1,1,no
LOC101927557,LOC101927557,LOC101927557,chr17:57256569-57679938,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927560,LOC101927560,LOC101927560,chr1:83575788-83860996,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927571,LOC101927571,LOC101927571,chr18:22723490-22786837,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927572,LOC101927572,LOC101927572,chr19:36014498-36054762,WT,DSL3,NOTEST,0.594654,0.914822,0.621441,0,1,1,no
LOC101927575,LOC101927575,LOC101927575,chr9:84063442-84094579,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927577,LOC101927577,LOC101927577,chr2:66697029-66703227,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927580,LOC101927580,LOC101927580,chr16:59855352-60053971,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927583,LOC101927583,LOC101927583,chr12:57618404-57633239,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927587,LOC101927587,LOC101927587,chr1:83575788-83860996,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927588,LOC101927588,LOC101927588,chr8:124192690-124247398,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927592,LOC101927592,LOC101927592,chr12:126915227-127060397,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927604,LOC101927604,LOC101927604,chr1:230874845-230879015,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927606,LOC101927606,LOC101927606,chr18:74409447-74413208,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927616,LOC101927616,LOC101927616,chr12:127324154-127340072,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927619,LOC101927619,LOC101927619,chr2:198299362-198375097,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927620,LOC101927620,LOC101927620,chr14:53153353-53157528,WT,DSL3,NOTEST,0,0.105633,inf,0,1,1,no
LOC101927623,LOC101927623,LOC101927623,chr9:86127539-86157072,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927630,LOC101927630,LOC101927630,chr7:17374916-17558909,WT,DSL3,NOTEST,0,0.219434,inf,0,1,1,no
LOC101927636,LOC101927636,LOC101927636,chr4:143912330-143982452,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927637,LOC101927637,LOC101927637,chr12:127631268-127636467,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927640,LOC101927640,LOC101927640,chr6:112107930-112306683,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927641,LOC101927641,LOC101927641,chr2:199608067-199659132,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927650,LOC101927650,LOC101927650,chr16:65141755-65176573,WT,DSL3,NOTEST,0,0.179215,inf,0,1,1,no
LOC101927651,LOC101927651,LOC101927651,chr18:76619776-76639011,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927653,LOC101927653,LOC101927653,chr12:58565958-58812668,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927657,LOC101927657,LOC101927657,chr8:126325494-126329533,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927661,LOC101927661,LOC101927661,chr2:67086445-67289244,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927666,LOC101927666,LOC101927666,chr17:58076890-58083204,WT,DSL3,NOTEST,0.0148687,0,#NAME?,0,1,1,no
LOC101927668,LOC101927668,LOC101927668,chr7:19918980-20217390,WT,DSL3,NOTEST,0,0,0,0,1,1,no
LOC101927683,LOC101927683,LOC101927683,chr1:232727253-232742715,WT,DSL3,NOTEST,0,0,0,0,1,1,no
